 Optimized Parameter
a1 = ,       0.480763
a2 = ,       0.190212
a3 = ,       0.049754
b1 = ,       0.470634
b2 = ,       0.098872
z1 = ,      62.049423
z2 = ,      18.133139
s1 = ,      13.415628
s2 = ,       0.975866
s3 = ,       2.358153
Er = ,       0.000099
=============================
Event Number,  1
NS = ,       1.000000

 No,rain(mm/h),q_obs(m3/s),q_cal(m3/s),t1(m3/s),t2(m3/s),t3(m3/s)
2100052704,   0.02490,   9.14986,   9.14981,   0.04116,   1.25246,   4.69483
2100052705,   0.02400,   8.92957,   8.92952,   0.03449,   1.15626,   4.58180
2100052706,   0.05640,   8.70484,   8.70479,   0.04812,   1.08049,   4.46649
2100052707,   0.12870,   8.48483,   8.48478,   0.09360,   1.04864,   4.35359
2100052708,   0.18720,   8.27889,   8.27884,   0.14865,   1.06405,   4.24793
2100052709,   0.27950,   8.09871,   8.09866,   0.22665,   1.14042,   4.15548
2100052710,   0.30720,   7.95059,   7.95054,   0.28260,   1.25407,   4.07948
2100052711,   0.25680,   7.83113,   7.83108,   0.28554,   1.35884,   4.01818
2100052712,   0.24850,   7.73633,   7.73629,   0.28270,   1.45098,   3.96954
2100052713,   0.24820,   7.66285,   7.66281,   0.28104,   1.53267,   3.93184
2100052714,   0.20310,   7.60396,   7.60392,   0.25629,   1.58646,   3.90162
2100052715,   0.18110,   7.55381,   7.55378,   0.23154,   1.61510,   3.87589
2100052716,   0.10450,   7.50267,   7.50264,   0.17789,   1.59793,   3.84965
2100052717,   0.05670,   7.44219,   7.44216,   0.12418,   1.53943,   3.81862
2100052718,   0.03900,   7.36785,   7.36782,   0.08638,   1.45643,   3.78048
2100052719,   0.02660,   7.27769,   7.27766,   0.05981,   1.36035,   3.73422
2100052720,   0.03060,   7.17248,   7.17245,   0.04786,   1.26419,   3.68023
2100052721,   0.02660,   7.05352,   7.05349,   0.03942,   1.17078,   3.61919
2100052722,   0.02340,   6.92237,   6.92234,   0.03325,   1.08166,   3.55190
2100052723,   0.06750,   6.78469,   6.78466,   0.05334,   1.01744,   3.48126
2100052724,   0.02840,   6.64047,   6.64044,   0.04327,   0.95151,   3.40726
2100052801,   0.02000,   6.48977,   6.48973,   0.03349,   0.88427,   3.32993
2100052802,   0.01460,   6.33294,   6.33290,   0.02546,   0.81723,   3.24945
2100052803,   0.01100,   6.17063,   6.17060,   0.01930,   0.75189,   3.16617
2100052804,   0.00870,   6.00371,   6.00368,   0.01482,   0.68943,   3.08053
2100052805,   0.00610,   5.83305,   5.83301,   0.01108,   0.63014,   2.99296
2100052806,   2.01260,   5.83260,   5.83257,   1.07127,   1.42608,   2.99273
2100052807,   2.00920,   6.06898,   6.06896,   1.63069,   2.59151,   3.11402
2100052808,   4.00980,   6.72759,   6.72759,   2.98589,   4.72742,   3.45197
2100052809,   5.02610,   7.94888,   7.94892,   4.24128,   7.65791,   4.07864
2100052810,   5.05730,   9.75686,   9.75694,   4.92235,  10.84430,   5.00635
2100052811,   2.06390,  11.85906,  11.85919,   3.69829,  12.73499,   6.08503
2100052812,   2.06300,  14.09730,  14.09747,   3.04983,  13.91923,   7.23350
2100052813,   3.06170,  16.47120,  16.47141,   3.23524,  15.13492,   8.45159
2100052814,   2.07470,  18.88051,  18.88076,   2.81090,  15.89046,   9.68784
2100052815,   1.06500,  21.18473,  21.18500,   2.05177,  15.96312,  10.87016
2100052816,   1.08680,  23.32407,  23.32436,   1.66145,  15.71589,  11.96788
2100052817,   1.08760,  25.27814,  25.27844,   1.45526,  15.32792,  12.97054
2100052818,   0.04770,  26.95657,  26.95688,   0.79561,  14.44983,  13.83175
2100052819,   0.04770,  28.33387,  28.33418,   0.44642,  13.37880,  14.53846
2100052820,   2.02380,  29.58674,  29.58705,   1.30765,  13.10364,  15.18131
2100052821,   1.00730,  30.71351,  30.71381,   1.22546,  12.78984,  15.75946
2100052822,   1.01790,  31.72060,  31.72089,   1.18756,  12.47670,  16.27620
2100052823,   0.00400,  32.52961,  32.52988,   0.63077,  11.74845,  16.69130
2100052824,   0.00210,  33.11687,  33.11713,   0.33502,  10.85526,  16.99262
2100052901,   0.00120,  33.48581,  33.48605,   0.17798,   9.92457,  17.18192
2100052902,   1.00090,  33.73861,  33.73883,   0.62406,   9.44328,  17.31161
2100052903,   0.00070,  33.84294,  33.84314,   0.33073,   8.77457,  17.36514
2100052904,   1.00060,  33.88053,  33.88071,   0.70476,   8.47163,  17.38442
2100052905,   0.00060,  33.80684,  33.80700,   0.37339,   7.93317,  17.34660
2100052906,   1.00140,  33.69591,  33.69605,   0.72777,   7.73186,  17.28967
2100052907,   0.00560,  33.49836,  33.49849,   0.38822,   7.27842,  17.18829
2100052908,   0.01210,  33.19891,  33.19902,   0.21192,   6.72857,  17.03464
2100052909,   0.02590,  32.79969,  32.79977,   0.12589,   6.16416,  16.82978
2100052910,   0.04700,  32.31138,  32.31144,   0.09152,   5.62803,  16.57922
2100052911,   0.05510,  31.74694,  31.74698,   0.07762,   5.13376,  16.28959
2100052912,   0.05610,  31.11896,  31.11899,   0.07079,   4.68288,  15.96736
2100052913,   0.05550,  30.43903,  30.43905,   0.06685,   4.27344,  15.61848
2100052914,   0.05240,  29.71736,  29.71735,   0.06313,   3.90149,  15.24817
2100052915,   0.04220,  28.96228,  28.96226,   0.05576,   3.56041,  14.86073
2100052916,   0.03280,  28.18087,  28.18084,   0.04688,   3.24595,  14.45977
2100052917,   0.02730,  27.37952,  27.37948,   0.03927,   2.95647,  14.04859
2100052918,   0.00640,  26.56259,  26.56253,   0.02418,   2.68353,  13.62941
2100052919,   0.00340,  25.73475,  25.73468,   0.01460,   2.42990,  13.20464
2100052920,   0.00120,  24.90066,  24.90057,   0.00836,   2.19635,  12.77665
2100052921,   0.00070,  24.06471,  24.06462,   0.00480,   1.98304,  12.34771
2100052922,   0.00220,  23.23112,  23.23102,   0.00370,   1.78994,  11.91999
2100052923,   0.00070,  22.40342,  22.40331,   0.00233,   1.61483,  11.49529
2100052924,   0.00080,  21.58473,  21.58462,   0.00166,   1.45650,  11.07521
2100053001,   0.00030,  20.77768,  20.77756,   0.00104,   1.31332,  10.66111
2100053002,   0.00030,  19.98452,  19.98439,   0.00071,   1.18404,  10.25412
2100053003,   0.00030,  19.20711,  19.20698,   0.00053,   1.06740,   9.85523
2100053004,   0.00030,  18.44701,  18.44688,   0.00044,   0.96222,   9.46522
2100053005,   0.00030,  17.70546,  17.70533,   0.00039,   0.86740,   9.08472
2100053006,   0.00030,  16.98344,  16.98331,   0.00037,   0.78193,   8.71425
2100053007,   0.00240,  16.28188,  16.28174,   0.00146,   0.70579,   8.35427
2100053008,   0.00800,  15.60185,  15.60171,   0.00501,   0.64002,   8.00534
2100053009,   0.01650,  14.94465,  14.94451,   0.01139,   0.58587,   7.66813
2100053010,   0.02060,  14.31114,  14.31099,   0.01693,   0.54151,   7.34307
2100053011,   0.02100,  13.70153,  13.70139,   0.02008,   0.50405,   7.03027
2100053012,   3.02050,  13.37414,  13.37401,   1.60958,   1.74373,   6.86229
2100053013,   0.02210,  13.16862,  13.16850,   0.86376,   2.26332,   6.75684
2100053014,   0.02030,  13.00404,  13.00393,   0.46799,   2.41447,   6.67240
2100053015,   0.01620,  12.84086,  12.84076,   0.25631,   2.38110,   6.58868
2100053016,   0.00900,  12.66083,  12.66074,   0.14045,   2.25819,   6.49631
2100053017,   0.00910,  12.45728,  12.45719,   0.07917,   2.09835,   6.39187
2100053018,   0.00050,  12.22857,  12.22848,   0.04217,   1.92467,   6.27451
2100053019,   0.00030,  11.97623,  11.97614,   0.02248,   1.75238,   6.14504
2100053020,   0.00030,  11.70320,  11.70312,   0.01206,   1.58879,   6.00495
2100053021,   0.00030,  11.41291,  11.41282,   0.00654,   1.43694,   5.85600
2100053022,   0.00030,  11.10878,  11.10869,   0.00362,   1.29777,   5.69994
2100053023,   0.00030,  10.79404,  10.79396,   0.00208,   1.17112,   5.53845
2100053024,   0.00030,  10.47164,  10.47156,   0.00126,   1.05634,   5.37303
2100053101,   0.00030,  10.14420,  10.14412,   0.00082,   0.95256,   5.20501
2100053102,   0.00030,   9.81400,   9.81393,   0.00060,   0.85885,   5.03559
2100053103,   0.00030,   9.48306,   9.48298,   0.00047,   0.77432,   4.86578
2100053104,   0.00030,   9.15310,   9.15302,   0.00041,   0.69809,   4.69647
2100053105,   0.00030,   8.82558,   8.82550,   0.00038,   0.62937,   4.52842
2100053106,   0.00030,   8.50178,   8.50170,   0.00036,   0.56743,   4.36228
2100053107,   0.00030,   8.18274,   8.18266,   0.00035,   0.51160,   4.19858
2100053108,   0.00030,   7.86936,   7.86928,   0.00034,   0.46130,   4.03778
2100053109,   0.00590,   7.56283,   7.56276,   0.00330,   0.41833,   3.88050
2100053110,   0.01330,   7.26459,   7.26451,   0.00879,   0.38402,   3.72747
2100053111,   0.01910,   6.97587,   6.97579,   0.01476,   0.35788,   3.57933
2100053112,   0.02200,   6.69749,   6.69742,   0.01946,   0.33808,   3.43649
2100053113,   0.01470,   6.42912,   6.42904,   0.01808,   0.31914,   3.29878
2100053114,   0.01290,   6.17035,   6.17028,   0.01640,   0.30073,   3.16601
2100053115,   0.01000,   5.92070,   5.92063,   0.01398,   0.28219,   3.03791
2100053116,   0.00880,   5.67976,   5.67969,   0.01206,   0.26395,   2.91428
2100053117,   0.00600,   5.44706,   5.44699,   0.00956,   0.24551,   2.79489
2100053118,   0.00590,   5.22233,   5.22227,   0.00818,   0.22779,   2.67958
2100053119,   0.00260,   5.00514,   5.00508,   0.00571,   0.20985,   2.56814
2100053120,   0.00210,   4.79522,   4.79515,   0.00413,   0.19241,   2.46043
2100053121,   0.00300,   4.59248,   4.59242,   0.00378,   0.17641,   2.35640
2100053122,   0.00130,   4.39673,   4.39667,   0.00269,   0.16112,   2.25596
2100053123,   0.00140,   4.20783,   4.20777,   0.00216,   0.14692,   2.15904
2100053124,   0.00240,   4.02577,   4.02572,   0.00242,   0.13433,   2.06562
